Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
4,5,always,sometimes,always,always,always,0,1,0,NA,0,0,1
4,5,always,always,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
1,4,always,never,sometimes,always,usually,0,0,0,0,0,0,0
2,4,always,always,about half the time,usually,about half the time,0,0,0,NA,0,0,NA
3,3,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
4,5,always,seldom,always,always,usually,0,0,NA,NA,1,0,1
3,4,always,usually,sometimes,always,seldom,0,0,0,0,0,0,0
2,4,always,usually,about half the time,always,about half the time,0,1,0,0,1,0,1
1,4,always,usually,always,always,usually,0,0,0,0,1,0,1
1,4,usually,seldom,always,always,usually,1,1,1,NA,1,0,1
1,4,always,usually,always,always,always,0,0,0,0,0,0,0
4,3,always,always,seldom,always,usually,0,0,0,0,0,0,0
1,4,always,usually,usually,always,always,0,0,0,0,0,0,0
4,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,never,usually,always,usually,0,0,0,0,0,0,0
4,4,always,about half the time,usually,never,usually,0,0,0,NA,NA,0,NA
3,5,always,sometimes,never,always,always,0,0,0,0,0,0,0
2,5,always,always,about half the time,always,about half the time,0,0,0,0,0,0,0
3,5,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
4,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,seldom,seldom,always,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,sometimes,NA,0,NA,NA,0,0,NA
5,5,always,always,seldom,sometimes,seldom,0,0,0,0,1,0,1
4,4,always,always,always,always,always,0,0,0,NA,0,0,NA
3,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
1,4,seldom,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,about half the time,usually,always,about half the time,0,0,0,NA,NA,0,NA
4,4,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
2,5,always,about half the time,seldom,always,always,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,4,always,always,always,always,usually,0,0,0,NA,0,0,NA
1,5,always,seldom,usually,always,always,NA,0,0,NA,0,0,NA
2,4,usually,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
4,4,usually,about half the time,always,always,usually,0,0,0,NA,0,0,NA
4,4,always,usually,always,seldom,usually,0,0,0,0,1,0,1
3,4,usually,sometimes,usually,usually,sometimes,0,0,0,0,0,0,0
3,4,always,sometimes,always,seldom,sometimes,0,0,0,0,0,0,0
3,4,always,usually,usually,usually,usually,0,0,0,0,1,0,1
1,2,never,never,never,never,about half the time,0,0,0,0,0,0,0
2,4,usually,sometimes,always,always,usually,0,1,0,0,0,0,1
6,4,always,about half the time,never,always,about half the time,0,0,0,0,0,0,0
2,4,usually,sometimes,always,always,usually,0,1,0,0,0,0,1
2,4,always,seldom,always,always,always,0,0,0,NA,0,0,NA
2,5,always,sometimes,always,always,usually,0,1,0,NA,NA,0,1
5,3,usually,never,about half the time,always,seldom,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,3,always,never,sometimes,always,seldom,0,0,0,0,1,0,1
3,5,always,seldom,always,always,always,0,0,0,0,0,0,0
1,4,always,never,always,always,never,1,1,1,NA,1,0,1
3,4,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
4,3,usually,usually,usually,about half the time,about half the time,0,0,0,0,0,0,0
3,5,always,about half the time,usually,seldom,sometimes,0,0,0,0,1,0,1
2,5,always,seldom,always,always,always,0,1,0,0,0,0,1
3,4,usually,usually,always,always,always,0,0,0,0,0,0,0
1,3,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,5,always,usually,usually,always,usually,0,0,0,0,1,0,1
4,3,always,seldom,always,usually,usually,0,0,0,0,0,0,0
2,NA,usually,never,always,usually,always,0,0,0,0,0,0,0
5,4,always,usually,always,always,seldom,0,0,0,0,0,0,0
4,4,always,seldom,always,always,usually,NA,1,0,NA,1,0,1
2,4,always,always,never,never,about half the time,0,0,0,NA,1,0,1
3,4,always,seldom,sometimes,usually,about half the time,0,1,0,0,1,0,1
2,4,usually,usually,usually,seldom,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,NA,0,NA,NA
2,3,always,about half the time,usually,always,usually,0,0,0,NA,1,0,1
4,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,4,seldom,usually,sometimes,always,sometimes,1,1,1,1,1,0,1
2,4,always,never,always,always,usually,0,0,0,NA,NA,0,NA
2,4,always,usually,always,always,about half the time,1,1,0,0,1,0,1
3,3,always,usually,sometimes,sometimes,sometimes,0,0,0,0,0,0,0
5,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
3,4,usually,always,usually,about half the time,usually,NA,NA,0,NA,0,0,NA
1,4,always,always,usually,always,sometimes,0,0,0,0,0,0,0
1,5,always,never,always,always,always,0,0,0,0,0,0,0
3,1,usually,never,seldom,always,always,1,1,1,NA,NA,0,1
4,4,usually,about half the time,about half the time,usually,usually,0,0,0,0,0,0,0
5,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,always,NA,0,0,NA,NA,0,NA
5,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,usually,usually,usually,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,always,seldom,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
4,5,usually,always,usually,about half the time,usually,0,0,0,0,0,0,0
2,4,usually,usually,seldom,always,always,0,0,0,0,0,0,0
1,4,usually,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,always,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,usually,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
5,5,usually,usually,always,always,sometimes,NA,0,0,NA,0,0,NA
5,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
5,3,usually,usually,sometimes,usually,seldom,1,0,1,0,1,0,1
1,3,always,seldom,about half the time,always,usually,0,0,0,NA,NA,0,NA
5,4,always,usually,always,always,seldom,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
3,5,never,never,always,always,about half the time,0,1,0,0,0,0,1
4,4,always,seldom,usually,always,sometimes,0,0,0,0,0,0,0
4,4,sometimes,usually,always,always,usually,0,0,0,0,0,0,0
6,4,always,never,seldom,always,about half the time,1,1,1,1,1,0,1
4,3,usually,seldom,usually,usually,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,always,0,0,0,0,0,0,0
3,5,always,seldom,always,always,about half the time,1,1,1,1,1,0,1
5,4,always,seldom,always,always,usually,1,1,1,NA,0,0,1
5,5,always,usually,always,always,always,0,0,0,NA,1,0,1
3,4,always,seldom,about half the time,always,about half the time,0,0,0,0,0,0,0
5,5,always,usually,always,always,always,0,0,0,NA,1,0,1
4,4,always,never,always,always,usually,0,1,0,NA,1,0,1
1,2,always,always,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,sometimes,about half the time,0,0,0,0,0,0,0
3,3,always,never,usually,always,always,0,0,0,0,1,0,1
4,5,always,never,always,always,usually,NA,0,0,NA,NA,NA,NA
3,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,2,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,5,always,sometimes,usually,always,seldom,0,0,0,NA,0,0,NA
2,4,usually,usually,usually,always,about half the time,0,0,0,NA,NA,0,NA
5,3,always,usually,always,always,seldom,0,0,0,0,0,0,0
1,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
1,5,always,never,always,always,usually,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,always,NA,0,0,NA,0,0,NA
3,4,always,usually,sometimes,always,usually,0,0,0,0,0,0,0
6,5,usually,seldom,usually,always,usually,NA,1,0,0,0,0,1
2,5,about half the time,usually,sometimes,always,usually,0,0,0,0,0,0,0
5,5,always,never,usually,always,about half the time,0,0,0,NA,0,0,NA
3,4,always,about half the time,always,always,about half the time,1,1,1,1,1,0,1
5,4,usually,never,sometimes,always,usually,0,0,0,NA,1,0,1
6,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,never,usually,always,about half the time,0,0,0,NA,0,0,NA
4,3,usually,always,sometimes,always,always,0,0,0,0,0,0,0
1,1,usually,never,usually,always,seldom,0,0,0,0,0,0,0
5,4,always,about half the time,usually,usually,about half the time,0,0,0,NA,0,0,NA
2,5,always,usually,always,always,always,0,0,0,0,1,0,1
2,5,always,about half the time,usually,always,about half the time,1,1,1,1,1,0,1
4,5,always,never,always,always,usually,0,0,0,0,0,0,0
3,3,always,never,always,never,about half the time,0,0,0,0,0,0,0
4,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,about half the time,1,1,0,NA,0,0,1
3,4,always,never,about half the time,usually,about half the time,0,0,0,NA,0,0,NA
6,5,always,seldom,usually,always,usually,0,0,0,NA,0,0,NA
3,5,always,always,always,always,usually,0,0,0,0,0,0,0
1,4,always,always,usually,always,always,1,0,0,NA,0,0,1
3,5,always,always,always,always,usually,1,1,1,1,1,0,1
2,4,usually,usually,seldom,always,about half the time,0,0,0,0,0,0,0
3,3,usually,usually,about half the time,usually,about half the time,0,0,0,0,0,0,0
4,5,always,seldom,always,always,always,0,0,0,0,0,0,0
1,4,usually,about half the time,seldom,usually,usually,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,0,1,0,1
2,3,always,never,always,usually,always,0,1,0,NA,0,0,1
4,4,always,about half the time,NA,always,sometimes,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,seldom,0,0,0,0,1,0,1
3,4,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,usually,always,always,seldom,0,0,0,0,0,0,0
3,5,always,about half the time,usually,always,always,0,NA,0,NA,0,0,NA
1,5,always,usually,always,always,about half the time,0,0,0,NA,0,0,NA
2,5,always,always,always,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
2,2,always,sometimes,usually,about half the time,about half the time,0,0,0,0,0,0,0
2,5,always,never,never,always,about half the time,0,0,0,0,0,0,0
2,4,always,usually,usually,usually,usually,0,0,0,0,0,0,0
4,5,always,never,always,always,usually,NA,0,NA,NA,0,0,NA
2,5,always,always,always,always,always,0,0,0,0,1,0,1
4,4,always,about half the time,usually,always,always,0,0,0,NA,NA,0,NA
4,4,always,usually,always,always,usually,0,0,0,0,1,0,1
3,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,about half the time,always,usually,0,0,0,NA,NA,0,NA
1,5,always,always,always,always,always,0,0,0,1,1,0,1
3,4,always,sometimes,about half the time,always,always,0,0,0,0,0,0,0
2,3,usually,about half the time,usually,usually,seldom,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,always,0,0,0,NA,NA,0,NA
1,4,always,always,seldom,never,seldom,0,0,0,0,0,0,0
2,4,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,sometimes,seldom,always,always,0,0,0,0,0,0,0
1,4,usually,seldom,about half the time,usually,usually,NA,1,1,1,1,0,1
4,5,always,usually,usually,always,always,0,0,1,0,0,0,1
2,4,sometimes,usually,always,usually,always,0,0,0,0,1,0,1
6,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
1,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
4,4,sometimes,usually,seldom,always,usually,1,1,1,NA,1,NA,1
3,5,always,usually,always,always,always,0,0,0,0,1,0,1
6,5,always,seldom,usually,always,seldom,NA,0,0,0,0,0,NA
5,4,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,3,always,usually,sometimes,always,usually,0,0,0,0,0,0,0
4,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,0,0,NA,0,0,NA
2,3,always,always,sometimes,usually,sometimes,NA,NA,NA,NA,NA,NA,NA
2,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
3,3,usually,never,about half the time,always,always,0,0,0,0,NA,0,NA
3,5,always,always,always,always,always,0,0,0,0,1,0,1
4,4,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
1,4,usually,about half the time,always,always,seldom,0,0,0,NA,0,0,NA
1,5,always,seldom,usually,always,usually,0,0,0,0,0,0,0
4,5,always,always,always,always,usually,0,1,0,0,1,0,1
2,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,never,always,always,always,0,0,0,NA,0,0,NA
5,4,always,seldom,always,always,usually,0,0,0,0,1,0,1
3,5,always,always,never,never,never,0,0,0,0,0,0,0
3,5,always,never,always,always,sometimes,NA,1,1,1,1,0,1
2,5,always,sometimes,always,always,usually,0,0,0,NA,NA,0,NA
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,about half the time,always,sometimes,0,0,0,0,0,0,0
2,5,always,usually,sometimes,always,usually,0,0,0,0,0,0,0
1,4,always,never,always,always,about half the time,0,0,0,NA,NA,0,NA
5,2,always,sometimes,always,about half the time,about half the time,0,0,0,0,0,0,0
6,5,always,seldom,always,always,seldom,NA,0,0,NA,0,0,NA
3,3,always,always,always,always,seldom,0,0,0,0,0,0,0
1,3,always,never,never,always,seldom,0,0,0,NA,0,0,NA
4,4,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,3,usually,never,always,usually,always,NA,1,NA,NA,1,0,1
6,5,always,sometimes,usually,always,sometimes,0,0,0,0,0,0,0
2,5,always,always,about half the time,always,usually,0,0,0,0,0,0,0
3,4,always,about half the time,always,about half the time,usually,1,1,0,NA,1,0,1
2,5,always,about half the time,always,always,about half the time,0,0,0,NA,0,0,NA
4,4,always,seldom,usually,about half the time,sometimes,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
5,4,always,never,always,always,sometimes,0,1,0,0,1,0,1
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
5,4,always,sometimes,always,usually,about half the time,0,0,0,NA,0,0,NA
2,4,usually,sometimes,always,seldom,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,1,1,1,1,1,0,1
2,4,always,usually,sometimes,usually,about half the time,0,1,0,0,1,0,1
2,4,always,sometimes,always,always,usually,NA,0,NA,NA,0,NA,NA
1,5,always,always,always,always,always,0,0,0,0,0,0,0
2,3,always,never,usually,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,always,0,0,0,0,1,0,1
1,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
1,2,about half the time,sometimes,always,usually,usually,0,0,0,0,0,0,0
1,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
4,5,always,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,NA,NA,0,NA
1,4,usually,seldom,sometimes,never,always,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,never,always,always,usually,1,1,0,0,1,0,1
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,3,always,sometimes,usually,usually,sometimes,0,0,0,0,0,0,0
4,5,always,usually,usually,always,usually,NA,0,0,NA,NA,0,NA
2,3,usually,about half the time,about half the time,usually,usually,0,0,0,0,0,0,0
4,5,always,always,usually,always,about half the time,0,0,0,0,1,0,1
2,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
3,5,always,usually,usually,usually,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,seldom,0,0,0,0,0,0,0
1,4,always,never,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,always,always,usually,0,0,0,0,1,0,1
2,3,usually,usually,sometimes,about half the time,about half the time,0,0,0,0,0,0,0
5,4,always,always,always,always,about half the time,0,0,0,NA,NA,0,NA
2,5,always,usually,always,always,usually,NA,0,0,NA,0,NA,NA
4,4,always,about half the time,always,always,about half the time,0,0,0,0,1,0,1
2,4,usually,about half the time,usually,always,seldom,0,0,0,0,0,0,0
3,3,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,5,always,never,usually,always,about half the time,1,1,0,0,1,0,1
4,5,always,about half the time,seldom,always,usually,0,0,0,NA,0,0,NA
3,4,usually,about half the time,usually,usually,always,0,0,0,0,1,0,1
3,5,always,never,always,always,always,1,1,1,1,1,0,1
2,3,usually,sometimes,usually,always,sometimes,0,0,0,0,0,0,0
3,4,usually,never,sometimes,about half the time,always,1,1,1,1,1,0,1
4,5,usually,about half the time,about half the time,seldom,about half the time,0,0,0,0,0,0,0
4,3,always,usually,sometimes,always,usually,NA,1,1,1,1,0,1
5,5,always,always,usually,never,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
6,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
3,4,always,usually,seldom,usually,seldom,0,0,0,0,0,0,0
6,3,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,sometimes,usually,usually,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
5,4,usually,seldom,usually,about half the time,always,0,0,0,0,0,0,0
3,4,always,always,always,always,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,about half the time,0,0,0,NA,0,0,NA
2,5,always,usually,usually,always,usually,0,0,0,0,1,0,1
1,4,always,never,always,usually,usually,0,0,0,0,0,0,0
4,4,usually,never,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,seldom,0,0,0,0,0,0,0
3,5,always,always,usually,always,always,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,always,always,about half the time,0,0,0,NA,0,0,NA
2,4,always,always,about half the time,always,about half the time,0,0,0,NA,0,0,NA
4,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
2,5,always,always,about half the time,always,usually,0,0,0,NA,0,0,NA
2,5,always,always,usually,always,usually,0,0,0,NA,NA,0,NA
2,4,usually,sometimes,about half the time,never,sometimes,0,0,0,0,0,0,0
4,4,always,usually,always,always,usually,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,always,0,0,0,0,1,0,1
4,2,always,never,about half the time,seldom,seldom,NA,NA,NA,NA,0,0,NA
3,4,always,never,about half the time,about half the time,sometimes,1,0,0,1,0,0,1
4,5,always,never,always,always,always,0,0,0,NA,1,0,1
5,4,always,seldom,always,always,about half the time,0,1,0,NA,1,0,1
4,4,always,never,usually,always,always,0,1,0,NA,0,0,1
2,4,always,usually,always,never,about half the time,0,0,0,0,NA,0,NA
4,5,always,sometimes,always,always,usually,0,0,0,0,1,0,1
4,3,usually,sometimes,usually,usually,sometimes,0,0,0,0,0,0,0
5,4,sometimes,never,usually,always,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
3,4,always,usually,always,usually,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,usually,usually,sometimes,0,1,0,0,1,0,1
2,4,always,usually,about half the time,usually,usually,0,0,0,0,1,0,1
6,5,always,always,always,always,always,0,0,0,0,0,0,0
2,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,never,always,always,always,0,0,0,NA,1,0,1
3,5,always,always,always,always,always,0,0,0,NA,1,0,1
4,4,always,never,always,always,always,0,0,0,NA,0,0,NA
2,4,always,never,about half the time,usually,sometimes,0,0,0,0,1,0,1
2,4,always,usually,always,always,about half the time,0,0,0,NA,NA,0,NA
6,5,always,never,usually,always,usually,0,1,0,NA,0,0,1
1,4,always,sometimes,seldom,always,always,NA,0,NA,NA,0,NA,NA
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,5,always,always,usually,always,always,0,0,0,0,0,0,0
4,4,always,usually,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,always,always,about half the time,0,0,0,0,1,0,1
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
5,4,usually,never,always,always,usually,NA,0,0,0,0,0,NA
3,4,always,about half the time,always,always,usually,0,0,0,0,1,0,1
3,5,always,never,always,always,sometimes,NA,1,1,1,1,0,1
2,5,always,seldom,always,always,always,0,0,0,0,0,0,0
2,4,usually,sometimes,always,always,sometimes,0,1,0,NA,0,0,1
1,5,always,about half the time,always,always,always,0,0,0,0,1,0,1
3,4,always,always,seldom,always,about half the time,0,1,0,0,1,NA,1
4,4,always,always,usually,always,about half the time,0,0,0,NA,0,0,NA
6,5,always,never,always,always,usually,1,1,0,1,NA,0,1
1,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,5,always,always,always,usually,never,0,0,0,0,0,0,0
3,4,always,seldom,usually,always,usually,0,0,0,NA,NA,0,NA
1,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,usually,sometimes,seldom,always,usually,0,0,0,0,0,0,0
4,4,always,about half the time,usually,always,seldom,0,0,0,NA,0,0,NA
2,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,0,0,NA,NA,0,NA
4,4,always,about half the time,always,always,always,0,0,0,NA,0,0,NA
2,4,always,always,sometimes,always,usually,0,0,0,NA,0,0,NA
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,usually,sometimes,usually,usually,about half the time,0,0,0,0,0,0,0
4,4,always,usually,seldom,always,usually,0,0,0,0,0,0,0
2,5,always,usually,usually,usually,usually,0,0,0,0,0,0,0
1,4,always,usually,always,always,always,0,0,0,NA,0,0,NA
2,4,always,usually,sometimes,always,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,0,0,0,0
3,4,always,never,usually,always,about half the time,0,0,0,0,0,0,0
4,4,always,usually,always,usually,usually,0,0,0,0,0,0,0
5,4,always,seldom,always,always,seldom,NA,0,0,0,1,0,1
6,4,always,sometimes,always,always,usually,0,0,0,NA,0,0,NA
1,2,usually,seldom,sometimes,about half the time,sometimes,0,0,0,0,0,0,0
2,4,usually,never,about half the time,always,about half the time,0,0,0,0,0,0,0
4,4,always,seldom,usually,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,always,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
5,5,always,usually,about half the time,always,usually,0,0,0,0,1,0,1
1,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
1,4,always,never,always,always,usually,0,0,0,NA,0,0,NA
2,5,always,always,always,always,sometimes,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,3,always,usually,about half the time,usually,sometimes,0,0,0,0,0,0,0
2,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,sometimes,about half the time,always,sometimes,0,0,0,0,0,0,0
4,4,always,always,usually,always,usually,0,0,0,0,0,0,0
4,5,always,seldom,always,always,always,0,1,0,0,0,0,1
6,3,usually,about half the time,about half the time,usually,sometimes,0,1,0,0,0,0,1
2,3,usually,usually,usually,usually,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,about half the time,0,0,0,NA,NA,0,NA
1,3,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,4,always,always,always,about half the time,sometimes,0,0,0,NA,0,0,NA
2,5,always,about half the time,always,always,always,0,0,0,0,1,0,1
2,5,always,usually,never,always,usually,NA,0,0,NA,0,0,NA
1,4,always,seldom,always,always,about half the time,0,1,0,NA,NA,0,1
2,4,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,always,0,0,0,0,0,0,0
2,3,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,4,usually,sometimes,seldom,sometimes,usually,0,0,0,0,0,0,0
2,3,always,usually,about half the time,seldom,always,0,0,0,NA,0,0,NA
4,5,always,about half the time,always,always,always,0,0,0,0,0,0,0
2,4,always,sometimes,usually,always,always,0,0,0,0,0,0,0
2,4,always,always,usually,always,about half the time,0,0,0,0,0,0,0
3,5,always,never,always,always,sometimes,0,0,0,NA,1,0,1
4,5,usually,usually,about half the time,usually,usually,0,0,0,0,0,0,0
1,5,about half the time,always,usually,sometimes,seldom,0,0,0,0,0,0,0
3,3,usually,about half the time,always,usually,about half the time,0,0,0,NA,0,0,NA
3,3,always,always,always,always,usually,0,0,0,0,0,0,0
2,5,always,always,about half the time,always,always,0,0,0,0,0,0,0
3,3,always,usually,always,never,sometimes,0,0,0,0,0,0,0
4,5,always,usually,usually,always,usually,0,1,0,NA,0,0,1
4,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
6,3,always,never,always,about half the time,sometimes,NA,0,0,0,0,0,NA
3,5,always,usually,always,always,usually,0,0,0,NA,0,0,NA
2,3,always,usually,usually,usually,about half the time,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,sometimes,0,0,0,0,0,0,0
3,4,always,seldom,usually,usually,seldom,0,0,0,NA,0,0,NA
2,5,always,seldom,about half the time,always,always,0,0,0,NA,NA,0,NA
1,4,always,never,seldom,always,usually,NA,0,0,0,0,0,NA
6,4,always,never,always,always,usually,0,0,0,0,0,0,0
3,4,usually,usually,sometimes,never,about half the time,1,1,1,1,0,0,1
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
3,3,always,seldom,usually,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,always,never,NA,seldom,NA,0,0,NA,NA,0,NA
1,4,always,never,always,always,usually,0,1,0,0,0,0,1
2,5,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,usually,always,sometimes,0,0,0,NA,0,0,NA
3,4,always,always,always,always,always,0,0,0,0,0,0,0
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
1,4,always,sometimes,sometimes,always,always,NA,0,0,NA,0,0,NA
2,5,always,about half the time,always,always,about half the time,0,0,0,NA,0,0,NA
4,2,always,always,always,always,always,0,0,0,0,1,0,1
3,4,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,usually,usually,about half the time,0,0,0,NA,0,0,NA
2,4,usually,usually,always,usually,usually,0,0,0,0,0,0,0
5,5,always,usually,never,never,usually,0,0,0,0,1,0,1
4,5,always,always,always,always,usually,0,0,0,0,0,0,0
6,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
3,4,sometimes,never,usually,always,about half the time,1,1,1,1,1,1,1
2,4,always,always,usually,always,usually,0,0,0,0,0,0,0
5,4,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
